,count,PointName,Lng,Lat,geometry
0,11402.388888888889,湘湖站,120.22981537502,30.1700878254532,POINT (120.22981537502 30.1700878254532)
1,6958.833333333333,滨康路站,120.226336390983,30.1860545608657,POINT (120.226336390983 30.1860545608657)
2,18606.722222222223,西兴站,120.216258099892,30.1895616834872,POINT (120.216258099892 30.1895616834872)
3,13883.333333333334,滨和路站,120.213093625508,30.2020885913343,POINT (120.213093625508 30.2020885913343)
4,36865.666666666664,江陵路站,120.212034215561,30.2117743539236,POINT (120.212034215561 30.2117743539236)
5,22492.88888888889,近江站,120.193327248838,30.2332798549148,POINT (120.193327248838 30.2332798549148)
6,10578.944444444445,婺江路站,120.186256668086,30.2393881368191,POINT (120.186256668086 30.2393881368191)
7,31627.944444444445,城站,120.176391426895,30.2468748066867,POINT (120.176391426895 30.2468748066867)
8,23390.555555555555,定安路站,120.163075251244,30.2483424668111,POINT (120.163075251244 30.2483424668111)
9,46378.944444444445,龙翔桥站,120.159340159198,30.2571088560459,POINT (120.159340159198 30.2571088560459)
10,27470.88888888889,凤起路A站,120.159037735963,30.2649086058004,POINT (120.159037735963 30.2649086058004)
11,26447.166666666668,武林广场站,120.159702183815,30.2747413798871,POINT (120.159702183815 30.2747413798871)
12,25992.166666666668,西湖文化广场站,120.161039724402,30.2823877009058,POINT (120.161039724402 30.2823877009058)
13,22536.166666666668,打铁关站,120.17243229919,30.2876026492632,POINT (120.17243229919 30.2876026492632)
14,21306.944444444445,闸弄口站,120.187811435107,30.2868612726967,POINT (120.187811435107 30.2868612726967)
15,86736.27777777778,火车东站,120.208501356085,30.2934327818258,POINT (120.208501356085 30.2934327818258)
16,24257.944444444445,彭埠站,120.218960747062,30.2964615372383,POINT (120.218960747062 30.2964615372383)
17,7919.055555555556,七堡站,120.236671982692,30.3025071734294,POINT (120.236671982692 30.3025071734294)
18,18104.38888888889,九和路站,120.247918789399,30.3080429513156,POINT (120.247918789399 30.3080429513156)
19,10407.888888888889,九堡站,120.2618538871,30.3101295583395,POINT (120.2618538871 30.3101295583395)
20,25813.0,客运中心站,120.274138499637,30.3134779093804,POINT (120.274138499637 30.3134779093804)
21,6967.777777777777,下沙西站,120.307958030223,30.3123633719221,POINT (120.307958030223 30.3123633719221)
22,22332.88888888889,金沙湖站,120.321009805237,30.3117754598497,POINT (120.321009805237 30.3117754598497)
23,10881.833333333334,高沙路站,120.330537066211,30.3116822011198,POINT (120.330537066211 30.3116822011198)
24,19196.333333333332,文泽路站,120.343863291048,30.3123894737378,POINT (120.343863291048 30.3123894737378)
25,16187.222222222223,文海南路站,120.371591568249,30.3131397204831,POINT (120.371591568249 30.3131397204831)
26,10624.888888888889,云水站,120.377265508439,30.3048321030041,POINT (120.377265508439 30.3048321030041)
27,9519.777777777777,下沙江滨站,120.377311173759,30.2899227062873,POINT (120.377311173759 30.2899227062873)
28,4560.722222222223,乔司南站,120.286394682031,30.3299936474155,POINT (120.286394682031 30.3299936474155)
29,10316.944444444445,乔司站,120.280786691721,30.3491914698003,POINT (120.280786691721 30.3491914698003)
30,8413.277777777777,翁梅站,120.29058362336,30.3673326626754,POINT (120.29058362336 30.3673326626754)
31,4293.722222222223,余杭高铁站,120.293191375515,30.3844184649858,POINT (120.293191375515 30.3844184649858)
32,8424.722222222223,南苑站,120.298045438036,30.3975044583537,POINT (120.298045438036 30.3975044583537)
33,23628.88888888889,临平站,120.299348818482,30.4079730572606,POINT (120.299348818482 30.4079730572606)
34,8127.666666666667,朝阳站,120.263681378548,30.1246216456043,POINT (120.263681378548 30.1246216456043)
35,4593.333333333333,曹家桥站,120.263412275538,30.1370702501161,POINT (120.263412275538 30.1370702501161)
36,6478.777777777777,潘水站,120.263164806005,30.151373126597,POINT (120.263164806005 30.151373126597)
37,10730.277777777777,人民路站,120.262927269171,30.161842138203,POINT (120.262927269171 30.161842138203)
38,10454.111111111111,杭发厂站,120.262581210917,30.1733334861669,POINT (120.262581210917 30.1733334861669)
39,12154.444444444445,人民广场站,120.26238970505,30.1823171226812,POINT (120.26238970505 30.1823171226812)
40,6852.555555555556,建设一路站,120.26207095413,30.196487821537,POINT (120.26207095413 30.196487821537)
41,10354.166666666666,建设三路站,120.263805567178,30.2069254916357,POINT (120.263805567178 30.2069254916357)
42,13482.444444444445,振宁路站,120.264839978572,30.219668420657,POINT (120.264839978572 30.219668420657)
43,10896.777777777777,飞虹路站,120.258299129192,30.2337400736055,POINT (120.258299129192 30.2337400736055)
44,11404.777777777777,盈丰路站,120.247810502888,30.2394605552315,POINT (120.247810502888 30.2394605552315)
45,12661.166666666666,钱江世纪城站,120.239518799171,30.2430628318224,POINT (120.239518799171 30.2430628318224)
46,21051.88888888889,钱江路站,120.209263298558,30.258045102712,POINT (120.209263298558 30.258045102712)
47,18133.11111111111,庆春广场站,120.200098547185,30.2600090511501,POINT (120.200098547185 30.2600090511501)
48,11942.111111111111,庆菱路站,120.188508136851,30.2601327456273,POINT (120.188508136851 30.2601327456273)
49,15892.666666666666,建国北路站,120.176546898553,30.2669547176882,POINT (120.176546898553 30.2669547176882)
50,13148.888888888889,中河北路站,120.167438490106,30.2669908714451,POINT (120.167438490106 30.2669908714451)
51,11206.555555555555,凤起路B站,120.158206867741,30.2661959820355,POINT (120.158206867741 30.2661959820355)
52,16246.833333333334,武林门站,120.150425569121,30.2727929664243,POINT (120.150425569121 30.2727929664243)
53,19219.333333333332,沈塘桥站,120.145345596736,30.2828427824387,POINT (120.145345596736 30.2828427824387)
54,16559.444444444445,学院路站,120.124902748337,30.2849976611279,POINT (120.124902748337 30.2849976611279)
55,19566.944444444445,古翠路站,120.113012690039,30.2844534612821,POINT (120.113012690039 30.2844534612821)
56,17724.333333333332,丰潭路站,120.104533233349,30.2841584836561,POINT (120.104533233349 30.2841584836561)
57,14336.277777777777,文新站,120.093337478412,30.2917339082531,POINT (120.093337478412 30.2917339082531)
58,14708.555555555555,三坝站,120.0932528668,30.3020679407502,POINT (120.0932528668 30.3020679407502)
59,10721.055555555555,虾龙圩站,120.091517150771,30.3117193001754,POINT (120.091517150771 30.3117193001754)
60,12241.611111111111,三墩站,120.088184434991,30.3224078560755,POINT (120.088184434991 30.3224078560755)
61,11462.333333333334,墩祥街站,120.082779755201,30.3339496910158,POINT (120.082779755201 30.3339496910158)
62,12281.888888888889,金家渡站,120.079229319529,30.341362396219,POINT (120.079229319529 30.341362396219)
63,5616.111111111111,白洋站,120.068184268759,30.3535278077778,POINT (120.068184268759 30.3535278077778)
64,8544.222222222223,杜甫村站,120.051852679897,30.3612378582151,POINT (120.051852679897 30.3612378582151)
65,6652.944444444444,良渚站,120.038022354359,30.3613618670082,POINT (120.038022354359 30.3613618670082)
66,6959.888888888889,浦沿站,120.14846634705,30.162346165868,POINT (120.14846634705 30.162346165868)
67,6389.333333333333,杨家墩站,120.14416045904,30.1701940695406,POINT (120.14416045904 30.1701940695406)
